address,name,file,length
0x921b8,nullsub_118,asm/gentariCurtains.o,0x4
0x921bc,sub_080921BC,asm/gentariCurtains.o,0x34
0x921f0,sub_080921F0,asm/gentariCurtains.o,0x24
0x92214,sub_08092214,asm/gentariCurtains.o,0x28
0x9223c,sub_0809223C,asm/gentariCurtains.o,0x20
0x9225c,LavaPlatform,asm/lavaPlatform.o,0x1c
0x92278,sub_08092278,asm/lavaPlatform.o,0x18
0x92290,sub_08092290,asm/lavaPlatform.o,0xc
0x9229c,sub_0809229C,asm/lavaPlatform.o,0x48
0x922e4,sub_080922E4,asm/lavaPlatform.o,0x60
0x92344,sub_08092344,asm/lavaPlatform.o,0x24
0x92368,sub_08092368,asm/lavaPlatform.o,0x38
0x923a0,sub_080923A0,asm/lavaPlatform.o,0x44
0x923e4,sub_080923E4,asm/lavaPlatform.o,0x3c
0x92420,sub_08092420,asm/lavaPlatform.o,0x4c
0x9246c,sub_0809246C,asm/lavaPlatform.o,0x78
0x924e4,sub_080924E4,asm/lavaPlatform.o,0x4c
0x92530,sub_08092530,asm/lavaPlatform.o,0x60
0x92590,sub_08092590,asm/lavaPlatform.o,0x14
0x925a4,sub_080925A4,asm/lavaPlatform.o,0x7c
0x92620,sub_08092620,asm/lavaPlatform.o,0x2c
0x9264c,sub_0809264C,asm/lavaPlatform.o,0x50
0x9269c,sub_0809269C,asm/lavaPlatform.o,0x48
0x926e4,sub_080926E4,asm/lavaPlatform.o,0x38
0x9271c,Object5A,asm/object5A.o,0x18
0x92734,sub_08092734,asm/object5A.o,0x18
0x9274c,sub_0809274C,asm/object5A.o,0x60
0x927ac,sub_080927AC,asm/object5A.o,0x28
0x927d4,sub_080927D4,asm/object5A.o,0x7c
0x92850,sub_08092850,asm/object5A.o,0x3c
0x9288c,Object5B,asm/object5B.o,0x3c
0x928c8,sub_080928C8,asm/object5B.o,0x64
0x9292c,nullsub_119,asm/object5B.o,0x4
0x92930,sub_08092930,asm/object5B.o,0x10
0x92940,sub_08092940,asm/object5B.o,0x18
0x92958,sub_08092958,asm/object5B.o,0x34
0x9298c,Mask,src/object/mask.o,0x18
0x929a4,sub_080929A4,src/object/mask.o,0xf0
0x92a94,sub_08092A94,src/object/mask.o,0x78
0x92b0c,sub_08092B0C,src/object/mask.o,0x60
0x92b6c,Mask_Delete,src/object/mask.o,0x8
0x92b74,HouseDoorInterior,asm/houseDoorInterior.o,0x18
0x92b8c,sub_08092B8C,asm/houseDoorInterior.o,0x6c
0x92bf8,sub_08092BF8,asm/houseDoorInterior.o,0xa0
0x92c98,sub_08092C98,asm/houseDoorInterior.o,0x8
0x92ca0,Whirlwind,asm/whirlwind.o,0x3c
0x92cdc,sub_08092CDC,asm/whirlwind.o,0xa0
0x92d7c,sub_08092D7C,asm/whirlwind.o,0x118
0x92e94,sub_08092E94,asm/whirlwind.o,0x40
0x92ed4,ObjectBlockingStairs,asm/objectBlockingStairs.o,0x18
0x92eec,sub_08092EEC,asm/objectBlockingStairs.o,0x7c
0x92f68,sub_08092F68,asm/objectBlockingStairs.o,0x18c
0x930f4,sub_080930F4,asm/objectBlockingStairs.o,0x84
0x93178,sub_08093178,asm/objectBlockingStairs.o,0x28
0x931a0,nullsub_120,asm/objectBlockingStairs.o,0x4
0x931a4,sub_080931A4,asm/objectBlockingStairs.o,0xa4
0x93248,sub_08093248,asm/objectBlockingStairs.o,0x38
0x93280,sub_08093280,asm/objectBlockingStairs.o,0x28
0x932a8,sub_080932A8,asm/objectBlockingStairs.o,0x30
0x932d8,sub_080932D8,asm/objectBlockingStairs.o,0x30
0x93308,sub_08093308,asm/objectBlockingStairs.o,0x2c
0x93334,sub_08093334,asm/objectBlockingStairs.o,0x30
0x93364,sub_08093364,asm/objectBlockingStairs.o,0x5c
0x933c0,SwordsmanNewsletter,src/object/swordsmanNewsletter.o,0x18
0x933d8,sub_080933D8,src/object/swordsmanNewsletter.o,0x24
0x933fc,sub_080933FC,src/object/swordsmanNewsletter.o,0x2c
0x93428,Object61,asm/object61.o,0x44
0x9346c,sub_0809346C,asm/object61.o,0x5c
0x934c8,sub_080934C8,asm/object61.o,0x18
0x934e0,sub_080934E0,asm/object61.o,0x170
0x93650,sub_08093650,asm/object61.o,0x78
0x936c8,sub_080936C8,asm/object61.o,0x98
0x93760,GiantTwig,asm/giantTwig.o,0x64
0x937c4,sub_080937C4,asm/giantTwig.o,0xc0
0x93884,sub_08093884,asm/giantTwig.o,0x3c
0x938c0,sub_080938C0,asm/giantTwig.o,0x4c
0x9390c,nullsub_524,asm/giantTwig.o,0x4
0x93910,sub_08093910,asm/giantTwig.o,0x70
0x93980,nullsub_525,asm/giantTwig.o,0x4
0x93984,sub_08093984,asm/giantTwig.o,0x3c
0x939c0,sub_080939C0,asm/giantTwig.o,0x58
0x93a18,nullsub_526,asm/giantTwig.o,0x4
0x93a1c,sub_08093A1C,asm/giantTwig.o,0x254
0x93c70,sub_08093C70,asm/giantTwig.o,0x100
0x93d70,Object63,asm/object63.o,0x18
0x93d88,sub_08093D88,asm/object63.o,0x58
0x93de0,sub_08093DE0,asm/object63.o,0x28
0x93e08,sub_08093E08,asm/object63.o,0x8
0x93e10,sub_08093E10,asm/object63.o,0x14
0x93e24,Object64,asm/object64.o,0x18
0x93e3c,sub_08093E3C,asm/object64.o,0x70
0x93eac,sub_08093EAC,asm/object64.o,0x24
0x93ed0,sub_08093ED0,asm/object64.o,0x20
0x93ef0,sub_08093EF0,asm/object64.o,0xc4
0x93fb4,LadderHoleInBookshelf,asm/ladderHoleInBookshelf.o,0x18
0x93fcc,sub_08093FCC,asm/ladderHoleInBookshelf.o,0x14
0x93fe0,sub_08093FE0,asm/ladderHoleInBookshelf.o,0x84
0x94064,sub_08094064,asm/ladderHoleInBookshelf.o,0x20
0x94084,Object66,asm/object66.o,0xac
0x94130,Object67,asm/object67.o,0x18
0x94148,sub_08094148,asm/object67.o,0x250
0x94398,sub_08094398,asm/object67.o,0x8c
0x94424,sub_08094424,asm/object67.o,0x11c
0x94540,sub_08094540,asm/object67.o,0x30
0x94570,sub_08094570,asm/object67.o,0xf0
0x94660,sub_08094660,asm/object67.o,0xa8
0x94708,sub_08094708,asm/object67.o,0x54
0x9475c,Object68,asm/object68.o,0x18
0x94774,sub_08094774,asm/object68.o,0x15c
0x948d0,sub_080948D0,asm/object68.o,0x18
0x948e8,sub_080948E8,asm/object68.o,0x98
0x94980,sub_08094980,asm/object68.o,0x8c
0x94a0c,Object69,asm/object69.o,0x38
0x94a44,Object6A,asm/object6A.o,0x18
0x94a5c,sub_08094A5C,asm/object6A.o,0x34
0x94a90,sub_08094A90,asm/object6A.o,0x58
0x94ae8,sub_08094AE8,asm/object6A.o,0x24
0x94b0c,sub_08094B0C,asm/object6A.o,0x30
0x94b3c,sub_08094B3C,asm/object6A.o,0x30
0x94b6c,sub_08094B6C,asm/object6A.o,0x14
0x94b80,sub_08094B80,asm/object6A.o,0x14
0x94b94,sub_08094B94,asm/object6A.o,0x4c
0x94be0,sub_08094BE0,asm/object6A.o,0x50
0x94c30,sub_08094C30,asm/object6A.o,0x58
0x94c88,sub_08094C88,asm/object6A.o,0x54
0x94cdc,sub_08094CDC,asm/object6A.o,0x34
0x94d10,sub_08094D10,asm/object6A.o,0x24
0x94d34,sub_08094D34,asm/object6A.o,0x3c
0x94d70,sub_08094D70,asm/object6A.o,0x24
0x94d94,sub_08094D94,asm/object6A.o,0x44
0x94dd8,sub_08094DD8,asm/object6A.o,0x34
0x94e0c,sub_08094E0C,asm/object6A.o,0x24
0x94e30,sub_08094E30,asm/object6A.o,0x168
0x94f98,sub_08094F98,asm/object6A.o,0x10
0x94fa8,sub_08094FA8,asm/object6A.o,0xe0
0x95088,sub_08095088,asm/object6A.o,0x98
0x95120,sub_08095120,asm/object6A.o,0x44
0x95164,sub_08095164,asm/object6A.o,0x24
0x95188,sub_08095188,asm/object6A.o,0x3c
0x951c4,sub_080951C4,asm/object6A.o,0x80
0x95244,sub_08095244,asm/object6A.o,0x44
0x95288,sub_08095288,asm/object6A.o,0xa8
0x95330,sub_08095330,asm/object6A.o,0x34
0x95364,sub_08095364,asm/object6A.o,0x40
0x953a4,sub_080953A4,asm/object6A.o,0x7c
0x95420,sub_08095420,asm/object6A.o,0x38
0x95458,nullsub_527,asm/object6A.o,0x4
0x9545c,sub_0809545C,asm/object6A.o,0x50
0x954ac,sub_080954AC,asm/object6A.o,0x30
0x954dc,sub_080954DC,asm/object6A.o,0x1a0
0x9567c,sub_0809567C,asm/object6A.o,0x38
0x956b4,sub_080956B4,asm/object6A.o,0xa0
0x95754,sub_08095754,asm/object6A.o,0x28
0x9577c,sub_0809577C,asm/object6A.o,0x38
0x957b4,sub_080957B4,asm/object6A.o,0x28
0x957dc,sub_080957DC,asm/object6A.o,0x34
0x95810,sub_08095810,asm/object6A.o,0x3c
0x9584c,sub_0809584C,asm/object6A.o,0x8c
0x958d8,sub_080958D8,asm/object6A.o,0x40
0x95918,sub_08095918,asm/object6A.o,0x3c
0x95954,sub_08095954,asm/object6A.o,0x78
0x959cc,sub_080959CC,asm/object6A.o,0x50
0x95a1c,sub_08095A1C,asm/object6A.o,0x4c
0x95a68,sub_08095A68,asm/object6A.o,0x24
0x95a8c,sub_08095A8C,asm/object6A.o,0xbc
0x95b48,sub_08095B48,asm/object6A.o,0x98
0x95be0,sub_08095BE0,asm/object6A.o,0x20
0x95c00,sub_08095C00,asm/object6A.o,0x48
0x95c48,sub_08095C48,asm/object6A.o,0x20
0x95c68,sub_08095C68,asm/object6A.o,0x48
0x95cb0,sub_08095CB0,asm/object6A.o,0x30
0x95ce0,sub_08095CE0,asm/object6A.o,0x50
0x95d30,sub_08095D30,asm/object6A.o,0x24
0x95d54,sub_08095D54,asm/object6A.o,0x38
0x95d8c,sub_08095D8C,asm/object6A.o,0x30
0x95dbc,sub_08095DBC,asm/object6A.o,0xc0
0x95e7c,sub_08095E7C,asm/object6A.o,0x30
0x95eac,sub_08095EAC,asm/object6A.o,0x8c
0x95f38,sub_08095F38,asm/object6A.o,0xf0
0x96028,sub_08096028,asm/object6A.o,0x30
0x96058,sub_08096058,asm/object6A.o,0x2c
0x96084,sub_08096084,asm/object6A.o,0x40
0x960c4,sub_080960C4,asm/object6A.o,0xa4
0x96168,sub_08096168,asm/object6A.o,0x48
0x961b0,sub_080961B0,asm/object6A.o,0x44
0x961f4,sub_080961F4,asm/object6A.o,0x14
0x96208,sub_08096208,asm/object6A.o,0x34
0x9623c,sub_0809623C,asm/object6A.o,0x24
0x96260,sub_08096260,asm/object6A.o,0x24
0x96284,sub_08096284,asm/object6A.o,0xc
0x96290,sub_08096290,asm/object6A.o,0xc
0x9629c,sub_0809629C,asm/object6A.o,0x3c
0x962d8,sub_080962D8,asm/object6A.o,0x10
0x962e8,sub_080962E8,asm/object6A.o,0x10
0x962f8,sub_080962F8,asm/object6A.o,0x24
0x9631c,CrenalBeanSprout,asm/crenalBeanSprout.o,0x18
0x96334,sub_08096334,asm/crenalBeanSprout.o,0x1e8
0x9651c,sub_0809651C,asm/crenalBeanSprout.o,0x1e8
0x96704,sub_08096704,asm/crenalBeanSprout.o,0x18
0x9671c,sub_0809671C,asm/crenalBeanSprout.o,0x14
0x96730,nullsub_121,asm/crenalBeanSprout.o,0x4
0x96734,sub_08096734,asm/crenalBeanSprout.o,0xc
0x96740,sub_08096740,asm/crenalBeanSprout.o,0x18
0x96758,sub_08096758,asm/crenalBeanSprout.o,0x28
0x96780,sub_08096780,asm/crenalBeanSprout.o,0x64
0x967e4,sub_080967E4,asm/crenalBeanSprout.o,0x50
0x96834,sub_08096834,asm/crenalBeanSprout.o,0x24
0x96858,sub_08096858,asm/crenalBeanSprout.o,0xac
0x96904,sub_08096904,asm/crenalBeanSprout.o,0x84
0x96988,sub_08096988,asm/crenalBeanSprout.o,0x1c
0x969a4,sub_080969A4,asm/crenalBeanSprout.o,0xd4
0x96a78,sub_08096A78,asm/crenalBeanSprout.o,0x5c
0x96ad4,MinecartDoor,asm/minecartDoor.o,0x18
0x96aec,sub_08096AEC,asm/minecartDoor.o,0xd0
0x96bbc,sub_08096BBC,asm/minecartDoor.o,0x3c
0x96bf8,sub_08096BF8,asm/minecartDoor.o,0x44
0x96c3c,sub_08096C3C,asm/minecartDoor.o,0x74
0x96cb0,sub_08096CB0,asm/minecartDoor.o,0x3c
0x96cec,sub_08096CEC,asm/minecartDoor.o,0x7c
0x96d68,sub_08096D68,asm/minecartDoor.o,0x1c
0x96d84,sub_08096D84,asm/minecartDoor.o,0x80
0x96e04,sub_08096E04,asm/minecartDoor.o,0xc
0x96e10,ObjectOnPillar,asm/objectOnPillar.o,0x18
0x96e28,sub_08096E28,asm/objectOnPillar.o,0xe4
0x96f0c,sub_08096F0C,asm/objectOnPillar.o,0x24
0x96f30,sub_08096F30,asm/objectOnPillar.o,0x3c
0x96f6c,sub_08096F6C,asm/objectOnPillar.o,0x78
0x96fe4,sub_08096FE4,asm/objectOnPillar.o,0xc
0x96ff0,sub_08096FF0,asm/objectOnPillar.o,0x14
0x97004,nullsub_122,asm/objectOnPillar.o,0x4
0x97008,sub_08097008,asm/objectOnPillar.o,0x6c
0x97074,sub_08097074,asm/objectOnPillar.o,0x24
0x97098,sub_08097098,asm/objectOnPillar.o,0x5c
0x970f4,sub_080970F4,asm/objectOnPillar.o,0x50
0x97144,sub_08097144,asm/objectOnPillar.o,0x50
0x97194,sub_08097194,asm/objectOnPillar.o,0x4c
0x971e0,sub_080971E0,asm/objectOnPillar.o,0x168
0x97348,sub_08097348,asm/objectOnPillar.o,0x28
0x97370,MineralWaterSource,src/object/mineralWaterSource.o,0x18
0x97388,MineralWaterSource_Init,src/object/mineralWaterSource.o,0x54
0x973dc,sub_080973DC,src/object/mineralWaterSource.o,0x8
0x973e4,MinishSizedArchway,src/object/minishSizedArchway.o,0x3c
0x97420,Object70,asm/object70.o,0x18
0x97438,sub_08097438,asm/object70.o,0x6c
0x974a4,sub_080974A4,asm/object70.o,0xe4
0x97588,PushableGrave,asm/pushableGrave.o,0x18
0x975a0,sub_080975A0,asm/pushableGrave.o,0x190
0x97730,sub_08097730,asm/pushableGrave.o,0x18
0x97748,sub_08097748,asm/pushableGrave.o,0x58
0x977a0,sub_080977A0,asm/pushableGrave.o,0x50
0x977f0,nullsub_528,asm/pushableGrave.o,0x4
0x977f4,sub_080977F4,asm/pushableGrave.o,0x68
0x9785c,sub_0809785C,asm/pushableGrave.o,0x130
0x9798c,sub_0809798C,asm/pushableGrave.o,0x28
0x979b4,Object72,asm/object72.o,0x18
0x979cc,sub_080979CC,asm/object72.o,0x8c
0x97a58,nullsub_529,asm/object72.o,0x4
0x97a5c,LilypadSmall,src/object/lilypadSmall.o,0x80
0x97adc,sub_08097ADC,src/object/lilypadSmall.o,0x48
0x97b24,sub_08097B24,src/object/lilypadSmall.o,0x48
0x97b6c,Object74,asm/object74.o,0x18
0x97b84,sub_08097B84,asm/object74.o,0x58
0x97bdc,sub_08097BDC,asm/object74.o,0x3c
0x97c18,sub_08097C18,asm/object74.o,0x4
0x97c1c,sub_08097C1C,asm/object74.o,0x4
0x97c20,sub_08097C20,asm/object74.o,0x90
0x97cb0,sub_08097CB0,asm/object74.o,0x4
0x97cb4,sub_08097CB4,asm/object74.o,0x48
0x97cfc,sub_08097CFC,asm/object74.o,0x7c
0x97d78,Bell,src/object/bell.o,0x18
0x97d90,sub_08097D90,src/object/bell.o,0x3c
0x97dcc,sub_08097DCC,src/object/bell.o,0x8
0x97dd4,MacroDecoration,asm/macroDecorations.o,0x18
0x97dec,sub_08097DEC,asm/macroDecorations.o,0xb8
0x97ea4,sub_08097EA4,asm/macroDecorations.o,0x14
0x97eb8,sub_08097EB8,asm/macroDecorations.o,0x58
0x97f10,sub_08097F10,asm/macroDecorations.o,0x24
0x97f34,sub_08097F34,asm/macroDecorations.o,0x2c
0x97f60,sub_08097F60,asm/macroDecorations.o,0x24
0x97f84,Object79,asm/object79.o,0x30
0x97fb4,sub_08097FB4,asm/object79.o,0x88
0x9803c,sub_0809803C,asm/object79.o,0x48
0x98084,sub_08098084,asm/object79.o,0xac
0x98130,sub_08098130,asm/object79.o,0x38
0x98168,Steam,asm/steam.o,0xf8
0x98260,PushableLever,asm/pushableLever.o,0x18
0x98278,sub_08098278,asm/pushableLever.o,0x1c
0x98294,sub_08098294,asm/pushableLever.o,0x70
0x98304,sub_08098304,asm/pushableLever.o,0x3c
0x98340,sub_08098340,asm/pushableLever.o,0x14
0x98354,sub_08098354,asm/pushableLever.o,0xc4
0x98418,sub_08098418,asm/pushableLever.o,0x6c
0x98484,sub_08098484,asm/pushableLever.o,0x48
0x984cc,MacroShoes,asm/macroShoes.o,0x20
0x984ec,sub_080984EC,asm/macroShoes.o,0x54
0x98540,nullsub_532,asm/macroShoes.o,0x4
0x98544,ObjectOnSpinyBeetle,asm/objectOnSpinyBeetle.o,0x18
0x9855c,sub_0809855C,asm/objectOnSpinyBeetle.o,0x64
0x985c0,sub_080985C0,asm/objectOnSpinyBeetle.o,0x144
0x98704,sub_08098704,asm/objectOnSpinyBeetle.o,0x18
0x9871c,sub_0809871C,asm/objectOnSpinyBeetle.o,0x3c
0x98758,nullsub_533,asm/objectOnSpinyBeetle.o,0x4
0x9875c,sub_0809875C,asm/objectOnSpinyBeetle.o,0x14
0x98770,sub_08098770,asm/objectOnSpinyBeetle.o,0x44
0x987b4,sub_080987B4,asm/objectOnSpinyBeetle.o,0x8
0x987bc,sub_080987BC,asm/objectOnSpinyBeetle.o,0x18
0x987d4,sub_080987D4,asm/objectOnSpinyBeetle.o,0xc
0x987e0,sub_080987E0,asm/objectOnSpinyBeetle.o,0x30
0x98810,sub_08098810,asm/objectOnSpinyBeetle.o,0x10
0x98820,sub_08098820,asm/objectOnSpinyBeetle.o,0x38
0x98858,sub_08098858,asm/objectOnSpinyBeetle.o,0x60
0x988b8,sub_080988B8,asm/objectOnSpinyBeetle.o,0x24
0x988dc,nullsub_123,asm/objectOnSpinyBeetle.o,0x4
0x988e0,sub_080988E0,asm/objectOnSpinyBeetle.o,0x8
0x988e8,sub_080988E8,asm/objectOnSpinyBeetle.o,0x28
0x98910,sub_08098910,asm/objectOnSpinyBeetle.o,0x8
0x98918,sub_08098918,asm/objectOnSpinyBeetle.o,0xa8
0x989c0,sub_080989C0,asm/objectOnSpinyBeetle.o,0x24
0x989e4,sub_080989E4,asm/objectOnSpinyBeetle.o,0x14
0x989f8,Object7E,src/object/object7E.o,0x80
0x98a78,PicoBloom,asm/picoBloom.o,0x18
0x98a90,sub_08098A90,asm/picoBloom.o,0x40
0x98ad0,sub_08098AD0,asm/picoBloom.o,0x18
0x98ae8,sub_08098AE8,asm/picoBloom.o,0x28
0x98b10,Object80,asm/object80.o,0x18
0x98b28,sub_08098B28,asm/object80.o,0xb8
0x98be0,sub_08098BE0,asm/object80.o,0x8
0x98be8,sub_08098BE8,asm/object80.o,0x48
0x98c30,sub_08098C30,asm/object80.o,0x38
0x98c68,Object81,asm/object81.o,0x18
0x98c80,sub_08098C80,asm/object81.o,0x70
0x98cf0,nullsub_124,asm/object81.o,0x4
0x98cf4,BigVortex,src/object/bigVortex.o,0x28
0x98d1c,sub_08098D1C,src/object/bigVortex.o,0x50
0x98d6c,sub_08098D6C,src/object/bigVortex.o,0x30
0x98d9c,sub_08098D9C,src/object/bigVortex.o,0x28
0x98dc4,sub_08098DC4,src/object/bigVortex.o,0x70
0x98e34,sub_08098E34,src/object/bigVortex.o,0x8
0x98e3c,sub_08098E3C,src/object/bigVortex.o,0x4c
0x98e88,sub_08098E88,src/object/bigVortex.o,0x58
0x98ee0,BigPushableLever,asm/bigPushableLever.o,0x18
0x98ef8,sub_08098EF8,asm/bigPushableLever.o,0x1c
0x98f14,sub_08098F14,asm/bigPushableLever.o,0x7c
0x98f90,sub_08098F90,asm/bigPushableLever.o,0x3c
0x98fcc,sub_08098FCC,asm/bigPushableLever.o,0x14
0x98fe0,sub_08098FE0,asm/bigPushableLever.o,0x10c
0x990ec,sub_080990EC,asm/bigPushableLever.o,0x6c
0x99158,sub_08099158,asm/bigPushableLever.o,0x4c
0x991a4,SmallIceBlock,asm/smallIceBlock.o,0x28
0x991cc,sub_080991CC,asm/smallIceBlock.o,0x7c
0x99248,sub_08099248,asm/smallIceBlock.o,0xc8
0x99310,sub_08099310,asm/smallIceBlock.o,0x20
0x99330,sub_08099330,asm/smallIceBlock.o,0x9c
0x993cc,sub_080993CC,asm/smallIceBlock.o,0x9c
0x99468,sub_08099468,asm/smallIceBlock.o,0x50
0x994b8,sub_080994B8,asm/smallIceBlock.o,0x84
0x9953c,sub_0809953C,asm/smallIceBlock.o,0xdc
0x99618,sub_08099618,asm/smallIceBlock.o,0x24
0x9963c,sub_0809963C,asm/smallIceBlock.o,0x60
0x9969c,sub_0809969C,asm/smallIceBlock.o,0x10
0x996ac,sub_080996AC,asm/smallIceBlock.o,0x88
0x99734,BigIceBlock,asm/bigIceBlock.o,0x28
0x9975c,sub_0809975C,asm/bigIceBlock.o,0x70
0x997cc,sub_080997CC,asm/bigIceBlock.o,0x28
0x997f4,sub_080997F4,asm/bigIceBlock.o,0x8c
0x99880,sub_08099880,asm/bigIceBlock.o,0x90
0x99910,sub_08099910,asm/bigIceBlock.o,0x308
0x99c18,sub_08099C18,asm/bigIceBlock.o,0x118
0x99d30,sub_08099D30,asm/bigIceBlock.o,0x88
0x99db8,Object86,src/object/object86.o,0x18
0x99dd0,sub_08099DD0,src/object/object86.o,0x40
0x99e10,sub_08099E10,src/object/object86.o,0x48
0x99e58,sub_08099E58,src/object/object86.o,0x34
0x99e8c,sub_08099E8C,src/object/object86.o,0x3c
0x99ec8,nullsub_534,src/object/object86.o,0x4
0x99ecc,sub_08099ECC,src/object/object86.o,0x30
0x99efc,Object87,asm/object87.o,0x18
0x99f14,sub_08099F14,asm/object87.o,0x2a4
0x9a1b8,sub_0809A1B8,asm/object87.o,0x490
0x9a648,sub_0809A648,asm/object87.o,0xb0
0x9a6f8,sub_0809A6F8,asm/object87.o,0x60
0x9a758,sub_0809A758,asm/object87.o,0x1c
0x9a774,MacroBook,asm/macroBook.o,0x18
0x9a78c,sub_0809A78C,asm/macroBook.o,0x68
0x9a7f4,sub_0809A7F4,asm/macroBook.o,0x50
0x9a844,sub_0809A844,asm/macroBook.o,0x60
0x9a8a4,sub_0809A8A4,asm/macroBook.o,0xb4
0x9a958,sub_0809A958,asm/macroBook.o,0x7c
0x9a9d4,sub_0809A9D4,asm/macroBook.o,0x2c
0x9aa00,sub_0809AA00,asm/macroBook.o,0x9c
0x9aa9c,sub_0809AA9C,asm/macroBook.o,0x50
0x9aaec,Object89,asm/object89.o,0x18
0x9ab04,sub_0809AB04,asm/object89.o,0xa0
0x9aba4,sub_0809ABA4,asm/object89.o,0xc
0x9abb0,sub_0809ABB0,asm/object89.o,0x24
0x9abd4,sub_0809ABD4,asm/object89.o,0x20
0x9abf4,sub_0809ABF4,asm/object89.o,0x48
0x9ac3c,sub_0809AC3C,asm/object89.o,0x64
0x9aca0,sub_0809ACA0,asm/object89.o,0x2c
0x9accc,sub_0809ACCC,asm/object89.o,0x1c
0x9ace8,sub_0809ACE8,asm/object89.o,0x80
0x9ad68,sub_0809AD68,asm/object89.o,0x24
0x9ad8c,sub_0809AD8C,asm/object89.o,0x28
0x9adb4,Object8A,asm/object8A.o,0x18
0x9adcc,sub_0809ADCC,asm/object8A.o,0x180
0x9af4c,nullsub_535,asm/object8A.o,0x4
0x9af50,sub_0809AF50,asm/object8A.o,0x8
0x9af58,nullsub_2,asm/object8A.o,0x4
0x9af5c,Object8B,asm/object8B.o,0x18
0x9af74,sub_0809AF74,asm/object8B.o,0xc0
0x9b034,sub_0809B034,asm/object8B.o,0x1c
0x9b050,sub_0809B050,asm/object8B.o,0x58
0x9b0a8,sub_0809B0A8,asm/object8B.o,0x8
0x9b0b0,sub_0809B0B0,asm/object8B.o,0x184
0x9b234,sub_0809B234,asm/object8B.o,0x40
0x9b274,sub_0809B274,asm/object8B.o,0xc0
0x9b334,sub_0809B334,asm/object8B.o,0x24
0x9b358,sub_0809B358,asm/object8B.o,0x34
0x9b38c,sub_0809B38C,asm/object8B.o,0x20
0x9b3ac,Book,asm/book.o,0x18
0x9b3c4,sub_0809B3C4,asm/book.o,0xe4
0x9b4a8,sub_0809B4A8,asm/book.o,0x7c
0x9b524,sub_0809B524,asm/book.o,0x48
0x9b56c,sub_0809B56C,asm/book.o,0x48
0x9b5b4,sub_0809B5B4,asm/book.o,0x38
0x9b5ec,sub_0809B5EC,asm/book.o,0x9c
0x9b688,sub_0809B688,asm/book.o,0x28
0x9b6b0,sub_0809B6B0,asm/book.o,0x40
0x9b6f0,Fireplace,asm/fireplace.o,0x18
0x9b708,sub_0809B708,asm/fireplace.o,0x98
0x9b7a0,sub_0809B7A0,asm/fireplace.o,0x20
0x9b7c0,sub_0809B7C0,asm/fireplace.o,0x1c
0x9b7dc,sub_0809B7DC,asm/fireplace.o,0x64
0x9b840,Object8E,asm/object8E.o,0x18
0x9b858,sub_0809B858,asm/object8E.o,0x124
0x9b97c,sub_0809B97C,asm/object8E.o,0x40
0x9b9bc,sub_0809B9BC,asm/object8E.o,0x114
0x9bad0,sub_0809BAD0,asm/object8E.o,0x1a0
0x9bc70,sub_0809BC70,asm/object8E.o,0x140
0x9bdb0,sub_0809BDB0,asm/object8E.o,0xc8
0x9be78,sub_0809BE78,asm/object8E.o,0x3c
0x9beb4,FrozenWaterElement,asm/frozenWaterElement.o,0x18
0x9becc,sub_0809BECC,asm/frozenWaterElement.o,0x50
0x9bf1c,sub_0809BF1C,asm/frozenWaterElement.o,0x58
0x9bf74,sub_0809BF74,asm/frozenWaterElement.o,0x134
0x9c0a8,sub_0809C0A8,asm/frozenWaterElement.o,0x194
0x9c23c,sub_0809C23C,asm/frozenWaterElement.o,0x158
0x9c394,Object90,asm/object90.o,0x18
0x9c3ac,sub_0809C3AC,asm/object90.o,0x18
0x9c3c4,nullsub_536,asm/object90.o,0x4
0x9c3c8,Object91,asm/object91.o,0x24
0x9c3ec,sub_0809C3EC,asm/object91.o,0x1d8
0x9c5c4,sub_0809C5C4,asm/object91.o,0x220
0x9c7e4,sub_0809C7E4,asm/object91.o,0x70
0x9c854,sub_0809C854,asm/object91.o,0x68
0x9c8bc,sub_0809C8BC,asm/object91.o,0x68
0x9c924,sub_0809C924,asm/object91.o,0x64
0x9c988,sub_0809C988,asm/object91.o,0x58
0x9c9e0,sub_0809C9E0,asm/object91.o,0xe8
0x9cac8,sub_0809CAC8,asm/object91.o,0x84
0x9cb4c,sub_0809CB4C,asm/object91.o,0x24
0x9cb70,sub_0809CB70,asm/object91.o,0x74
0x9cbe4,sub_0809CBE4,asm/object91.o,0x4c
0x9cc30,sub_0809CC30,asm/object91.o,0x2c
0x9cc5c,BakerOven,src/object/bakerOven.o,0x18
0x9cc74,sub_0809CC74,src/object/bakerOven.o,0x98
0x9cd0c,sub_0809CD0C,src/object/bakerOven.o,0xa8
0x9cdb4,sub_0809CDB4,src/object/bakerOven.o,0x3c
0x9cdf0,sub_0809CDF0,src/object/bakerOven.o,0xa0
0x9ce90,Object93,asm/object93.o,0x18
0x9cea8,sub_0809CEA8,asm/object93.o,0x18
0x9cec0,sub_0809CEC0,asm/object93.o,0x8
0x9cec8,WindTribeFlag,src/object/windTribeFlag.o,0x5c
0x9cf24,Bird,src/object/bird.o,0x18
0x9cf3c,sub_0809CF3C,src/object/bird.o,0x18
0x9cf54,sub_0809CF54,src/object/bird.o,0x98
0x9cfec,sub_0809CFEC,src/object/bird.o,0x44
0x9d030,sub_0809D030,src/object/bird.o,0x18
