romA,addressA,romB,addressB,certainty,author,note,enabled
USA,0x626c1,DEMO,0x62619,5,octorock,Pointer at USA 0xd56c,False
USA,0x626c1,JP,0x62501,5,octorock,Pointer at USA 0xd56c,False
USA,0x6265d,DEMO,0x625b5,5,octorock,Pointer at USA 0xd58c,False
USA,0x6265d,JP,0x6249d,5,octorock,Pointer at USA 0xd58c,False
USA,0x62a49,DEMO,0x629a1,5,octorock,Pointer at USA 0xd5a4,False
USA,0x62a49,JP,0x62889,5,octorock,Pointer at USA 0xd5a4,False
USA,0x62699,DEMO,0x625f1,5,octorock,Pointer at USA 0xd5b0,False
USA,0x62699,JP,0x624d9,5,octorock,Pointer at USA 0xd5b0,False
USA,0x626ad,DEMO,0x62605,5,octorock,Pointer at USA 0xd5b6,False
USA,0x626ad,JP,0x624ed,5,octorock,Pointer at USA 0xd5b6,False
USA,0x7f0ed,DEMO,0x7ed01,5,octorock,Pointer at USA 0xd5bc,False
USA,0x7f0ed,JP,0x7ef29,5,octorock,Pointer at USA 0xd5bc,False
USA,0x626c1,DEMO,0x62619,5,octorock,Pointer at USA 0xd5f8,False
USA,0x626c1,JP,0x62501,5,octorock,Pointer at USA 0xd5f8,False
USA,0x6daad,DEMO,0x6da05,5,octorock,Pointer at USA 0xd61c,False
USA,0x6daad,JP,0x6d8e9,5,octorock,Pointer at USA 0xd61c,False
USA,0x6da05,DEMO,0x6d95d,5,octorock,Pointer at USA 0xd62c,False
USA,0x6da05,JP,0x6d841,5,octorock,Pointer at USA 0xd62c,False
USA,0x6daad,DEMO,0x6da05,5,octorock,Pointer at USA 0xd63c,False
USA,0x6daad,JP,0x6d8e9,5,octorock,Pointer at USA 0xd63c,False
USA,0x6dad1,DEMO,0x6da29,5,octorock,Pointer at USA 0xd626,False
USA,0x6dad1,JP,0x6d90d,5,octorock,Pointer at USA 0xd626,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xd646,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xd646,False
USA,0x7df29,DEMO,0x7db3d,5,octorock,Pointer at USA 0xd654,False
USA,0x7df29,JP,0x7dd65,5,octorock,Pointer at USA 0xd654,False
USA,0x7fbc5,DEMO,0x7f7d9,5,octorock,Pointer at USA 0xd65a,False
USA,0x7fbc5,JP,0x7fa01,5,octorock,Pointer at USA 0xd65a,False
USA,0x7fba1,DEMO,0x7f7b5,5,octorock,Pointer at USA 0xd660,False
USA,0x7fba1,JP,0x7f9dd,5,octorock,Pointer at USA 0xd660,False
USA,0x6db45,DEMO,0x6da9d,5,octorock,Pointer at USA 0xd684,False
USA,0x6db45,JP,0x6d981,5,octorock,Pointer at USA 0xd684,False
USA,0x6dae9,DEMO,0x6da41,5,octorock,Pointer at USA 0xd67a,False
USA,0x6dae9,JP,0x6d925,5,octorock,Pointer at USA 0xd67a,False
USA,0xdd730,DEMO,0xdd2b4,5,octorock,Pointer at USA 0xd68e,False
USA,0xdd730,JP,0xdd4c0,5,octorock,Pointer at USA 0xd68e,True
USA,0x7fbcd,DEMO,0x7f7e1,5,octorock,Pointer at USA 0xd6a2,False
USA,0x7fbcd,JP,0x7fa09,5,octorock,Pointer at USA 0xd6a2,False
USA,0x7df51,DEMO,0x7db65,5,octorock,Pointer at USA 0xd6aa,False
USA,0x7df51,JP,0x7dd8d,5,octorock,Pointer at USA 0xd6aa,False
USA,0x7f159,DEMO,0x7ed6d,5,octorock,Pointer at USA 0xd6c0,False
USA,0x7f159,JP,0x7ef95,5,octorock,Pointer at USA 0xd6c0,False
USA,0x7f739,DEMO,0x7f34d,5,octorock,Pointer at USA 0xd6c6,False
USA,0x7f739,JP,0x7f575,5,octorock,Pointer at USA 0xd6c6,False
USA,0x7f361,DEMO,0x7ef75,5,octorock,Pointer at USA 0xd714,False
USA,0x7f361,JP,0x7f19d,5,octorock,Pointer at USA 0xd714,False
USA,0x7fbc5,DEMO,0x7f7d9,5,octorock,Pointer at USA 0xd724,False
USA,0x7fbc5,JP,0x7fa01,5,octorock,Pointer at USA 0xd724,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x29dc,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x29dc,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x29ec,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x29ec,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x29fc,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x29fc,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a0c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a0c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a1c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a1c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a2c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a2c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a3c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a3c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a4c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a4c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a5c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a5c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a6c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a6c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a7c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a7c,False
USA,0x13ae14,DEMO,0x13b844,5,octorock,Pointer at USA 0x2a8c,False
USA,0x13ae14,JP,0x13aa40,5,octorock,Pointer at USA 0x2a8c,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2aac,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2aac,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2abc,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2abc,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2acc,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2acc,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2adc,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2adc,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2aec,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2aec,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2afc,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2afc,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2b0c,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2b0c,False
USA,0x1c8c74,DEMO,0x1c96a4,5,octorock,Pointer at USA 0x2b1c,False
USA,0x1c8c74,JP,0x1c88a0,5,octorock,Pointer at USA 0x2b1c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b3c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b3c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b4c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b4c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b5c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b5c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b6c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b6c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b7c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b7c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b8c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b8c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2b9c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2b9c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bac,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bac,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bbc,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bbc,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bcc,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bcc,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bdc,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bdc,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bec,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bec,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2bfc,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2bfc,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2c0c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2c0c,False
USA,0x1df834,DEMO,0x1e0264,5,octorock,Pointer at USA 0x2c1c,False
USA,0x1df834,JP,0x1df460,5,octorock,Pointer at USA 0x2c1c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c3c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c3c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c4c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c4c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c5c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c5c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c6c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c6c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c7c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c7c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c8c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c8c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2c9c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2c9c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2cac,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2cac,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2cbc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2cbc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2ccc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2ccc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2cec,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2cec,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2cdc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2cdc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2cfc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2cfc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d0c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d0c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d1c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d1c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d2c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d2c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d3c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d3c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d4c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d4c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d5c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d5c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d6c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d6c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d7c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d7c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d8c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d8c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2d9c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2d9c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2dac,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2dac,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2dbc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2dbc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2dcc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2dcc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2ddc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2ddc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2dec,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2dec,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2dfc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2dfc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e0c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e0c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e1c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e1c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e2c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e2c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e3c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e3c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e4c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e4c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e5c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e5c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e6c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e6c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e7c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e7c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e8c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e8c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2e9c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2e9c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2eac,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2eac,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2ebc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2ebc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2ecc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2ecc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2edc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2edc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2eec,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2eec,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2efc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2efc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f0c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f0c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f1c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f1c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f2c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f2c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f3c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f3c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f4c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f4c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f5c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f5c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f6c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f6c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f7c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f7c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f8c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f8c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2f9c,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2f9c,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2fac,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2fac,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2fbc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2fbc,False
USA,0x1ff1b4,DEMO,0x1ffbe4,5,octorock,Pointer at USA 0x2fcc,False
USA,0x1ff1b4,JP,0x1fede0,5,octorock,Pointer at USA 0x2fcc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x2fec,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x2fec,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x2ffc,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x2ffc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x300c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x300c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x301c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x301c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x302c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x302c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x303c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x303c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x304c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x304c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x305c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x305c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x306c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x306c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x307c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x307c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x308c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x308c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x309c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x309c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30ac,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30ac,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30bc,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30bc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30cc,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30cc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30dc,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30dc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30ec,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30ec,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x30fc,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x30fc,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x310c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x310c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x311c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x311c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x312c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x312c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x313c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x313c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x314c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x314c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x315c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x315c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x316c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x316c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x317c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x317c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x318c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x318c,False
USA,0x2474d4,DEMO,0x247f04,5,octorock,Pointer at USA 0x319c,False
USA,0x2474d4,JP,0x247100,5,octorock,Pointer at USA 0x319c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x31ac,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x31ac,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x31bc,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x31bc,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x31cc,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x31cc,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x31dc,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x31dc,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x31fc,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x31fc,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x320c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x320c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x321c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x321c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x322c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x322c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x323c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x323c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x324c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x324c,False
USA,0x2d4894,DEMO,0x2d52c4,5,octorock,Pointer at USA 0x325c,False
USA,0x2d4894,JP,0x2d44c0,5,octorock,Pointer at USA 0x325c,False
DEMO,0x7f7e1,USA,0x7fbcd,5,octorock,Pointer at DEMO 0xd758,False
DEMO,0x7f7e1,JP,0x7fa09,5,octorock,Pointer at DEMO 0xd758,False
DEMO,0x7db65,USA,0x7df51,5,octorock,Pointer at DEMO 0xd760,False
DEMO,0x7db65,JP,0x7dd8d,5,octorock,Pointer at DEMO 0xd760,False
DEMO,0x7ef75,USA,0x7f361,5,octorock,Pointer at DEMO 0xd770,False
