romA,addressA,romB,addressB,certainty,author,note,enabled
JP,0x112d34,DEMO,0x112bf4,5,octorock,Pointer at JP 0x3cb4,False
JP,0x112d34,USA,0x113070,5,octorock,Pointer at JP 0x3cb4,False
JP,0x124554,DEMO,0x12529c,5,octorock,Pointer at JP 0x3cc4,False
JP,0x124554,USA,0x124890,5,octorock,Pointer at JP 0x3cc4,False
JP,0x12a714,DEMO,0x12b4a0,5,octorock,Pointer at JP 0x3cd4,False
JP,0x12a714,USA,0x12aa50,5,octorock,Pointer at JP 0x3cd4,False
JP,0x113f6c,DEMO,0x113e2c,5,octorock,Pointer at JP 0x3ce4,False
JP,0x113f6c,USA,0x1142a8,5,octorock,Pointer at JP 0x3ce4,False
JP,0x122e04,DEMO,0x123b4c,5,octorock,Pointer at JP 0x3cf4,False
JP,0x122e04,USA,0x123140,5,octorock,Pointer at JP 0x3cf4,False
JP,0x124670,DEMO,0x1253b8,5,octorock,Pointer at JP 0x3d04,False
JP,0x124670,USA,0x1249ac,5,octorock,Pointer at JP 0x3d04,False
JP,0x1246c0,DEMO,0x125408,5,octorock,Pointer at JP 0x3d14,False
JP,0x1246c0,USA,0x1249fc,5,octorock,Pointer at JP 0x3d14,False
JP,0xd2548,DEMO,0xd232c,5,octorock,Pointer at JP 0x3d24,False
JP,0xd2548,USA,0xd27a8,5,octorock,Pointer at JP 0x3d24,False
JP,0xd2014,DEMO,0xd1df8,5,octorock,Pointer at JP 0x3d34,False
JP,0xd2014,USA,0xd2274,5,octorock,Pointer at JP 0x3d34,False
JP,0xd1cc0,DEMO,0xd1aa4,5,octorock,Pointer at JP 0x3d44,False
JP,0xd1cc0,USA,0xd1f20,5,octorock,Pointer at JP 0x3d44,False
JP,0x1141a0,DEMO,0x114060,5,octorock,Pointer at JP 0x3d54,False
JP,0x1141a0,USA,0x1144dc,5,octorock,Pointer at JP 0x3d54,False
JP,0xd2700,DEMO,0xd24e4,5,octorock,Pointer at JP 0x3d64,False
JP,0xd2700,USA,0xd2960,5,octorock,Pointer at JP 0x3d64,False
JP,0x12a504,DEMO,0x12b290,5,octorock,Pointer at JP 0x3d74,False
JP,0x12a504,USA,0x12a840,5,octorock,Pointer at JP 0x3d74,False
JP,0x122e24,DEMO,0x123b6c,5,octorock,Pointer at JP 0x3d84,False
JP,0x122e24,USA,0x123160,5,octorock,Pointer at JP 0x3d84,False
JP,0x124d40,DEMO,0x125a88,5,octorock,Pointer at JP 0x3d94,False
JP,0x124d40,USA,0x12507c,5,octorock,Pointer at JP 0x3d94,False
JP,0xcc680,DEMO,0xcc464,5,octorock,Pointer at JP 0x3da4,False
JP,0xcc680,USA,0xcc8e0,5,octorock,Pointer at JP 0x3da4,False
JP,0xcfe6c,DEMO,0xcfc50,5,octorock,Pointer at JP 0x3db4,False
JP,0xcfe6c,USA,0xd00cc,5,octorock,Pointer at JP 0x3db4,False
JP,0x129718,DEMO,0x12a4a4,5,octorock,Pointer at JP 0x3dc4,False
JP,0x129718,USA,0x129a54,5,octorock,Pointer at JP 0x3dc4,False
JP,0xfdc88,DEMO,0xfdb5c,5,octorock,Pointer at JP 0x3dd4,True
JP,0xfdc88,USA,0xfdfd8,5,octorock,Pointer at JP 0x3dd4,False
JP,0x11b23c,DEMO,0x11b0fc,5,octorock,Pointer at JP 0x3dd8,False
JP,0x11b23c,USA,0x11b578,5,octorock,Pointer at JP 0x3dd8,False
JP,0x2e6520,DEMO,0x2e7324,5,octorock,Pointer at JP 0x3ddc,False
JP,0x2e6520,USA,0x2e68f4,5,octorock,Pointer at JP 0x3ddc,False
JP,0xfdc88,DEMO,0xfdb5c,5,octorock,Pointer at JP 0x3de4,False
JP,0xfdc88,USA,0xfdfd8,5,octorock,Pointer at JP 0x3de4,False
JP,0xfdc88,DEMO,0xfdb5c,5,octorock,Pointer at JP 0x3df4,False
JP,0xfdc88,USA,0xfdfd8,5,octorock,Pointer at JP 0x3df4,False
JP,0x121b14,DEMO,0x12285c,5,octorock,Pointer at JP 0x3e04,False
JP,0x121b14,USA,0x121e50,5,octorock,Pointer at JP 0x3e04,False
JP,0x12444c,DEMO,0x125194,5,octorock,Pointer at JP 0x3e14,False
JP,0x12444c,USA,0x124788,5,octorock,Pointer at JP 0x3e14,False
JP,0x122828,DEMO,0x123570,5,octorock,Pointer at JP 0x3e24,False
JP,0x122828,USA,0x122b64,5,octorock,Pointer at JP 0x3e24,False
JP,0x110490,DEMO,0x110350,5,octorock,Pointer at JP 0x3e34,False
JP,0x110490,USA,0x1107cc,5,octorock,Pointer at JP 0x3e34,True
JP,0x11b604,DEMO,0x11b4c4,5,octorock,Pointer at JP 0x3e38,False
JP,0x11b604,USA,0x11b940,5,octorock,Pointer at JP 0x3e38,False
JP,0x2f2420,DEMO,0x2f3224,5,octorock,Pointer at JP 0x3e3c,False
JP,0x2f2420,USA,0x2f27f4,5,octorock,Pointer at JP 0x3e3c,False
DEMO,0xc8f64,JP,0xc9180,5,octorock,Pointer at DEMO 0x4698,False
DEMO,0xc8f64,USA,0xc93e0,5,octorock,Pointer at DEMO 0x4698,False
DEMO,0x7eee9,JP,0x7f111,5,octorock,Pointer at DEMO 0x8b78,False
DEMO,0x7eee9,USA,0x7f2d5,5,octorock,Pointer at DEMO 0x8b78,False
DEMO,0x6bb09,JP,0x6b9f1,1,octorock,Pointer at DEMO 0x8b7e,True
DEMO,0x6bb09,USA,0x6bbb1,1,octorock,Pointer at DEMO 0x8b7e,False
JP,0x7f111,DEMO,0x7eee9,4,octorock,Pointer at JP 0x8bac,False
JP,0x7f111,USA,0x7f2d5,4,octorock,Pointer at JP 0x8bac,False
JP,0x7f111,DEMO,0x7eee9,4,octorock,Pointer at JP 0x8be0,False
JP,0x7f111,USA,0x7f2d5,4,octorock,Pointer at JP 0x8be0,False
JP,0x6b875,DEMO,0x6b98d,4,octorock,Pointer at JP 0x8be8,True
JP,0x6b875,USA,0x6ba35,4,octorock,Pointer at JP 0x8be8,False
JP,0x6b95d,DEMO,0x6ba75,4,octorock,Pointer at JP 0x8bf4,False
JP,0x6b95d,USA,0x6bb1d,4,octorock,Pointer at JP 0x8bf4,False
JP,0x7f111,DEMO,0x7eee9,4,octorock,Pointer at JP 0x8bfe,False
JP,0x7f111,USA,0x7f2d5,4,octorock,Pointer at JP 0x8bfe,False
JP,0x6b95d,DEMO,0x6ba75,4,octorock,Pointer at JP 0x8c04,False
JP,0x6b95d,USA,0x6bb1d,4,octorock,Pointer at JP 0x8c04,False
JP,0x6b9bd,DEMO,0x6bad5,4,octorock,Pointer at JP 0x8c0e,False
JP,0x6b9bd,USA,0x6bb7d,4,octorock,Pointer at JP 0x8c0e,False
JP,0xd6524,DEMO,0xd6308,4,octorock,Pointer at JP 0x8c1e,False
JP,0xd6524,USA,0xd6784,4,octorock,Pointer at JP 0x8c1e,False
JP,0x7f111,DEMO,0x7eee9,4,octorock,Pointer at JP 0x8c3c,False
JP,0x7f111,USA,0x7f2d5,4,octorock,Pointer at JP 0x8c3c,False
JP,0x64b49,DEMO,0x64c61,4,octorock,Pointer at JP 0x8c94,True
JP,0x64b49,USA,0x64d09,4,octorock,Pointer at JP 0x8c94,False
JP,0x64b51,DEMO,0x64c69,4,octorock,Pointer at JP 0x8ca0,False
JP,0x64b51,USA,0x64d11,4,octorock,Pointer at JP 0x8ca0,False
USA,0x64d09,DEMO,0x64c61,4,octorock,Pointer at USA 0x8cb2,False
USA,0x64d09,JP,0x64b49,4,octorock,Pointer at USA 0x8cb2,False
USA,0x64d11,DEMO,0x64c69,4,octorock,Pointer at USA 0x8cbe,False
USA,0x64d11,JP,0x64b51,4,octorock,Pointer at USA 0x8cbe,False
USA,0xc9160,DEMO,0xc8ce4,4,octorock,Pointer at USA 0x8b44,False
USA,0xc9160,JP,0xc8f00,4,octorock,Pointer at USA 0x8b44,False
USA,0x64d09,DEMO,0x64c61,4,octorock,Pointer at USA 0x8d10,False
USA,0x64d09,JP,0x64b49,4,octorock,Pointer at USA 0x8d10,False
USA,0x64d11,DEMO,0x64c69,4,octorock,Pointer at USA 0x8d1c,False
USA,0x64d11,JP,0x64b51,4,octorock,Pointer at USA 0x8d1c,False
USA,0x64d09,DEMO,0x64c61,4,octorock,Pointer at USA 0x8d2e,False
USA,0x64d09,JP,0x64b49,4,octorock,Pointer at USA 0x8d2e,False
USA,0x64d11,DEMO,0x64c69,4,octorock,Pointer at USA 0x8d3a,False
USA,0x64d11,JP,0x64b51,4,octorock,Pointer at USA 0x8d3a,False
USA,0x61fd9,DEMO,0x61f31,4,octorock,Pointer at USA 0x8d90,False
USA,0x61fd9,JP,0x61e19,4,octorock,Pointer at USA 0x8d90,True
USA,0x61e71,DEMO,0x61dc9,4,octorock,Pointer at USA 0x8d96,False
USA,0x61e71,JP,0x61cb1,4,octorock,Pointer at USA 0x8d96,True
USA,0x61fd9,DEMO,0x61f31,4,octorock,Pointer at USA 0x8dac,False
USA,0x61fd9,JP,0x61e19,4,octorock,Pointer at USA 0x8dac,False
USA,0x62049,DEMO,0x61fa1,4,octorock,Pointer at USA 0x8db2,False
USA,0x62049,JP,0x61e89,4,octorock,Pointer at USA 0x8db2,False
USA,0x7f3d9,DEMO,0x7efed,4,octorock,Pointer at USA 0x8dce,False
USA,0x7f3d9,JP,0x7f215,4,octorock,Pointer at USA 0x8dce,False
USA,0x7f3d9,DEMO,0x7efed,4,octorock,Pointer at USA 0x8de4,False
USA,0x7f3d9,JP,0x7f215,4,octorock,Pointer at USA 0x8de4,False
USA,0x643d9,DEMO,0x64331,4,octorock,Pointer at USA 0x8dee,False
USA,0x643d9,JP,0x64219,4,octorock,Pointer at USA 0x8dee,False
USA,0x7f3d9,DEMO,0x7efed,4,octorock,Pointer at USA 0x8dfc,False
USA,0x7f3d9,JP,0x7f215,4,octorock,Pointer at USA 0x8dfc,False
USA,0x7f9a5,DEMO,0x7f5b9,4,octorock,Pointer at USA 0x8e22,False
USA,0x7f9a5,JP,0x7f7e1,4,octorock,Pointer at USA 0x8e22,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x8e28,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x8e28,False
USA,0x7f421,DEMO,0x7f035,4,octorock,Pointer at USA 0x8f42,False
USA,0x7f421,JP,0x7f25d,4,octorock,Pointer at USA 0x8f42,False
USA,0x6dcc1,DEMO,0x6dc19,4,octorock,Pointer at USA 0x8f60,False
USA,0x6dcc1,JP,0x6dafd,4,octorock,Pointer at USA 0x8f60,True
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x8f66,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x8f66,False
USA,0x791bd,DEMO,0x79115,4,octorock,Pointer at USA 0x8fb8,False
USA,0x791bd,JP,0x78ff9,4,octorock,Pointer at USA 0x8fb8,False
USA,0x7f919,DEMO,0x7f52d,4,octorock,Pointer at USA 0x8fc8,False
USA,0x7f919,JP,0x7f755,4,octorock,Pointer at USA 0x8fc8,False
USA,0x7f239,DEMO,0x7ee4d,4,octorock,Pointer at USA 0x8fd6,False
USA,0x7f239,JP,0x7f075,4,octorock,Pointer at USA 0x8fd6,False
USA,0x7f305,DEMO,0x7ef19,4,octorock,Pointer at USA 0x8fe0,False
USA,0x7f305,JP,0x7f141,4,octorock,Pointer at USA 0x8fe0,False
USA,0x791bd,DEMO,0x79115,4,octorock,Pointer at USA 0x8ff4,False
USA,0x791bd,JP,0x78ff9,4,octorock,Pointer at USA 0x8ff4,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9084,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9084,False
USA,0x6673d,DEMO,0x66695,4,octorock,Pointer at USA 0x9188,False
USA,0x6673d,JP,0x6657d,4,octorock,Pointer at USA 0x9188,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x919c,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x919c,False
USA,0x668f1,DEMO,0x66849,4,octorock,Pointer at USA 0x9280,False
USA,0x668f1,JP,0x66731,4,octorock,Pointer at USA 0x9280,False
USA,0x66905,DEMO,0x6685d,4,octorock,Pointer at USA 0x9296,False
USA,0x66905,JP,0x66745,4,octorock,Pointer at USA 0x9296,False
USA,0x6672d,DEMO,0x66685,4,octorock,Pointer at USA 0x92e0,False
USA,0x6672d,JP,0x6656d,4,octorock,Pointer at USA 0x92e0,False
USA,0x66e39,DEMO,0x66d91,4,octorock,Pointer at USA 0x92f8,False
USA,0x66e39,JP,0x66c79,4,octorock,Pointer at USA 0x92f8,False
USA,0x6d651,DEMO,0x6d5a9,4,octorock,Pointer at USA 0x9324,False
USA,0x6d651,JP,0x6d48d,4,octorock,Pointer at USA 0x9324,True
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x9358,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x9358,False
USA,0x6d639,DEMO,0x6d591,4,octorock,Pointer at USA 0x935e,False
USA,0x6d639,JP,0x6d475,4,octorock,Pointer at USA 0x935e,True
JP,0x6d47d,DEMO,0x6d599,4,octorock,Pointer at JP 0x937a,False
JP,0x6d47d,USA,0x6d641,4,octorock,Pointer at JP 0x937a,False
JP,0x7dd8d,DEMO,0x7db65,4,octorock,Pointer at JP 0x9390,False
JP,0x7dd8d,USA,0x7df51,4,octorock,Pointer at JP 0x9390,False
JP,0x6d5c5,USA,0x6d789,4,octorock,Pointer at JP 0x93c6,False
JP,0x6d5c5,DEMO,0x6d6e1,4,octorock,Pointer at JP 0x93c6,False
JP,0x6d549,USA,0x6d70d,4,octorock,Pointer at JP 0x93d2,False
JP,0x6d549,DEMO,0x6d665,4,octorock,Pointer at JP 0x93d2,False
JP,0x6d50d,USA,0x6d6d1,4,octorock,Pointer at JP 0x940e,False
JP,0x6d50d,DEMO,0x6d629,4,octorock,Pointer at JP 0x940e,False
JP,0xf98f0,USA,0xf9c38,4,octorock,Pointer at JP 0x9404,True
JP,0xf98f0,DEMO,0xf97bc,4,octorock,Pointer at JP 0x9404,False
JP,0x6d549,USA,0x6d70d,4,octorock,Pointer at JP 0x9418,False
JP,0x6d549,DEMO,0x6d665,4,octorock,Pointer at JP 0x9418,False
JP,0x6d411,USA,0x6d5d5,4,octorock,Pointer at JP 0x942a,True
JP,0x6d411,DEMO,0x6d52d,4,octorock,Pointer at JP 0x942a,False
JP,0x6d43d,USA,0x6d601,4,octorock,Pointer at JP 0x9440,False
JP,0x6d43d,DEMO,0x6d559,4,octorock,Pointer at JP 0x9440,False
JP,0x6d589,USA,0x6d74d,4,octorock,Pointer at JP 0x945a,False
JP,0x6d589,DEMO,0x6d6a5,4,octorock,Pointer at JP 0x945a,False
JP,0x6d549,USA,0x6d70d,4,octorock,Pointer at JP 0x947a,False
JP,0x6d549,DEMO,0x6d665,4,octorock,Pointer at JP 0x947a,False
JP,0xf9910,USA,0xf9c58,4,octorock,Pointer at JP 0x9470,False
JP,0xf9910,DEMO,0xf97dc,4,octorock,Pointer at JP 0x9470,False
JP,0x6d45d,USA,0x6d621,4,octorock,Pointer at JP 0x9488,False
JP,0x6d45d,DEMO,0x6d579,4,octorock,Pointer at JP 0x9488,False
JP,0x6d601,USA,0x6d7c5,4,octorock,Pointer at JP 0x94a8,False
JP,0x6d601,DEMO,0x6d71d,4,octorock,Pointer at JP 0x94a8,False
JP,0x6d641,USA,0x6d805,4,octorock,Pointer at JP 0x94d0,False
JP,0x6d641,DEMO,0x6d75d,4,octorock,Pointer at JP 0x94d0,False
JP,0x6d695,USA,0x6d859,4,octorock,Pointer at JP 0x94e6,False
JP,0x6d695,DEMO,0x6d7b1,4,octorock,Pointer at JP 0x94e6,False
JP,0x66f41,USA,0x67101,4,octorock,Pointer at JP 0x9500,False
JP,0x66f41,DEMO,0x67059,4,octorock,Pointer at JP 0x9500,False
USA,0x670b5,DEMO,0x6700d,4,octorock,Pointer at USA 0x9522,False
USA,0x670b5,JP,0x66ef5,4,octorock,Pointer at USA 0x9522,False
USA,0x67101,DEMO,0x67059,4,octorock,Pointer at USA 0x953c,False
USA,0x67101,JP,0x66f41,4,octorock,Pointer at USA 0x953c,False
USA,0x670e5,DEMO,0x6703d,4,octorock,Pointer at USA 0x955e,False
USA,0x670e5,JP,0x66f25,4,octorock,Pointer at USA 0x955e,False
USA,0x67315,DEMO,0x6726d,4,octorock,Pointer at USA 0x9578,False
USA,0x67315,JP,0x67155,4,octorock,Pointer at USA 0x9578,False
USA,0x672b1,DEMO,0x67209,5,octorock,Pointer at USA 0x958c,False
USA,0x672b1,JP,0x670f1,5,octorock,Pointer at USA 0x958c,False
USA,0x672c9,DEMO,0x67221,4,octorock,Pointer at USA 0x95aa,False
USA,0x672c9,JP,0x67109,4,octorock,Pointer at USA 0x95aa,False
USA,0x672b1,DEMO,0x67209,4,octorock,Pointer at USA 0x95a4,False
USA,0x672b1,JP,0x670f1,4,octorock,Pointer at USA 0x95a4,False
USA,0x672b1,DEMO,0x67209,4,octorock,Pointer at USA 0x95c2,False
USA,0x672b1,JP,0x670f1,4,octorock,Pointer at USA 0x95c2,False
USA,0x6be3d,DEMO,0x6bd95,4,octorock,Pointer at USA 0x95d0,False
USA,0x6be3d,JP,0x6bc7d,4,octorock,Pointer at USA 0x95d0,False
USA,0x6bf45,DEMO,0x6be9d,4,octorock,Pointer at USA 0x95e0,False
USA,0x6bf45,JP,0x6bd85,4,octorock,Pointer at USA 0x95e0,False
USA,0x6be85,DEMO,0x6bddd,4,octorock,Pointer at USA 0x9602,False
USA,0x6be85,JP,0x6bcc5,4,octorock,Pointer at USA 0x9602,False
USA,0x6bf45,DEMO,0x6be9d,4,octorock,Pointer at USA 0x9648,False
USA,0x6bf45,JP,0x6bd85,4,octorock,Pointer at USA 0x9648,False
USA,0x6be3d,DEMO,0x6bd95,4,octorock,Pointer at USA 0x9654,False
USA,0x6be3d,JP,0x6bc7d,4,octorock,Pointer at USA 0x9654,False
USA,0x6bec9,DEMO,0x6be21,4,octorock,Pointer at USA 0x9670,False
USA,0x6bec9,JP,0x6bd09,4,octorock,Pointer at USA 0x9670,False
USA,0x6befd,DEMO,0x6be55,4,octorock,Pointer at USA 0x968a,False
USA,0x6befd,JP,0x6bd3d,4,octorock,Pointer at USA 0x968a,False
USA,0x7f9a5,DEMO,0x7f5b9,4,octorock,Pointer at USA 0x96bc,False
USA,0x7f9a5,JP,0x7f7e1,4,octorock,Pointer at USA 0x96bc,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x96c2,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x96c2,False
USA,0xd9048,DEMO,0xd8bcc,4,octorock,Pointer at USA 0x96dc,False
USA,0xd9048,JP,0xd8de8,4,octorock,Pointer at USA 0x96dc,False
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x96f6,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x96f6,False
USA,0x8692d,DEMO,0x86541,4,octorock,Pointer at USA 0x96fe,False
USA,0x8692d,JP,0x8674d,4,octorock,Pointer at USA 0x96fe,True
USA,0x791bd,DEMO,0x79115,4,octorock,Pointer at USA 0x973a,False
USA,0x791bd,JP,0x78ff9,4,octorock,Pointer at USA 0x973a,False
USA,0x65d01,DEMO,0x65c59,4,octorock,Pointer at USA 0x9744,False
USA,0x65d01,JP,0x65b41,4,octorock,Pointer at USA 0x9744,False
USA,0x65f65,DEMO,0x65ebd,4,octorock,Pointer at USA 0x976a,False
USA,0x65f65,JP,0x65da5,4,octorock,Pointer at USA 0x976a,False
USA,0x7f9a5,DEMO,0x7f5b9,4,octorock,Pointer at USA 0x977c,False
USA,0x7f9a5,JP,0x7f7e1,4,octorock,Pointer at USA 0x977c,False
USA,0x7f40d,DEMO,0x7f021,4,octorock,Pointer at USA 0x978c,False
USA,0x7f40d,JP,0x7f249,4,octorock,Pointer at USA 0x978c,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x9782,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x9782,False
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x97e4,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x97e4,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9800,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9800,False
USA,0x7f1a1,DEMO,0x7edb5,4,octorock,Pointer at USA 0x9812,False
USA,0x7f1a1,JP,0x7efdd,4,octorock,Pointer at USA 0x9812,False
USA,0x7fbd5,DEMO,0x7f7e9,4,octorock,Pointer at USA 0x982a,False
USA,0x7fbd5,JP,0x7fa11,4,octorock,Pointer at USA 0x982a,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9848,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9848,False
USA,0x7fbd5,DEMO,0x7f7e9,4,octorock,Pointer at USA 0x9866,False
USA,0x7fbd5,JP,0x7fa11,4,octorock,Pointer at USA 0x9866,False
USA,0x9e0a1,DEMO,0x9dcb5,4,octorock,Pointer at USA 0x9856,False
USA,0x9e0a1,JP,0x9de69,4,octorock,Pointer at USA 0x9856,True
USA,0x9e0d5,DEMO,0x9dce9,4,octorock,Pointer at USA 0x985c,False
USA,0x9e0d5,JP,0x9de9d,4,octorock,Pointer at USA 0x985c,False
USA,0x7f36d,DEMO,0x7ef81,4,octorock,Pointer at USA 0x988a,False
USA,0x7f36d,JP,0x7f1a9,4,octorock,Pointer at USA 0x988a,False
USA,0x7f1e9,DEMO,0x7edfd,4,octorock,Pointer at USA 0x9898,False
USA,0x7f1e9,JP,0x7f025,4,octorock,Pointer at USA 0x9898,False
USA,0x7f211,DEMO,0x7ee25,4,octorock,Pointer at USA 0x98b6,False
USA,0x7f211,JP,0x7f04d,4,octorock,Pointer at USA 0x98b6,False
USA,0x791bd,DEMO,0x79115,4,octorock,Pointer at USA 0x98cc,False
USA,0x791bd,JP,0x78ff9,4,octorock,Pointer at USA 0x98cc,False
USA,0x7f9a5,DEMO,0x7f5b9,4,octorock,Pointer at USA 0x98f8,False
USA,0x7f9a5,JP,0x7f7e1,4,octorock,Pointer at USA 0x98f8,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x98fe,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x98fe,False
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x990a,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x990a,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x991c,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x991c,False
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x9942,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x9942,False
USA,0x7921d,DEMO,0x79175,4,octorock,Pointer at USA 0x994a,False
USA,0x7921d,JP,0x79059,4,octorock,Pointer at USA 0x994a,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9954,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9954,False
USA,0x53635,DEMO,0x535a5,4,octorock,Pointer at USA 0x99d6,True
USA,0x53635,JP,0x534b9,4,octorock,Pointer at USA 0x99d6,True
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x99e0,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x99e0,False
USA,0x66259,DEMO,0x661b1,4,octorock,Pointer at USA 0x9a3a,False
USA,0x66259,JP,0x66099,4,octorock,Pointer at USA 0x9a3a,False
USA,0x66259,DEMO,0x661b1,4,octorock,Pointer at USA 0x9a44,False
USA,0x66259,JP,0x66099,4,octorock,Pointer at USA 0x9a44,False
USA,0x53649,DEMO,0x535b9,4,octorock,Pointer at USA 0x9a78,False
USA,0x53649,JP,0x534cd,4,octorock,Pointer at USA 0x9a78,False
USA,0x5367d,DEMO,0x535ed,4,octorock,Pointer at USA 0x9b28,False
USA,0x5367d,JP,0x53501,4,octorock,Pointer at USA 0x9b28,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x9b34,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x9b34,False
USA,0x7529d,DEMO,0x751f5,4,octorock,Pointer at USA 0x9b52,False
USA,0x7529d,JP,0x750d9,4,octorock,Pointer at USA 0x9b52,False
USA,0x53251,DEMO,0x531c1,4,octorock,Pointer at USA 0x9b64,True
USA,0x53251,JP,0x530d5,4,octorock,Pointer at USA 0x9b64,True
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x9b6c,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x9b6c,False
USA,0x791d1,DEMO,0x79129,4,octorock,Pointer at USA 0x9b72,False
USA,0x791d1,JP,0x7900d,4,octorock,Pointer at USA 0x9b72,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9b86,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9b86,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x9ba4,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x9ba4,False
USA,0x53251,DEMO,0x531c1,4,octorock,Pointer at USA 0x9c2a,False
USA,0x53251,JP,0x530d5,4,octorock,Pointer at USA 0x9c2a,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9c74,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9c74,False
USA,0x536a9,DEMO,0x53619,4,octorock,Pointer at USA 0x9cda,False
USA,0x536a9,JP,0x5352d,4,octorock,Pointer at USA 0x9cda,False
USA,0x7df51,DEMO,0x7db65,4,octorock,Pointer at USA 0x9cea,False
USA,0x7df51,JP,0x7dd8d,4,octorock,Pointer at USA 0x9cea,False
USA,0x791d1,DEMO,0x79129,4,octorock,Pointer at USA 0x9cf0,False
USA,0x791d1,JP,0x7900d,4,octorock,Pointer at USA 0x9cf0,False
USA,0x5368d,DEMO,0x535fd,4,octorock,Pointer at USA 0x9d8a,False
USA,0x5368d,JP,0x53511,4,octorock,Pointer at USA 0x9d8a,False
USA,0x53635,DEMO,0x535a5,4,octorock,Pointer at USA 0x9da6,False
USA,0x53635,JP,0x534b9,4,octorock,Pointer at USA 0x9da6,False
USA,0x7f349,DEMO,0x7ef5d,4,octorock,Pointer at USA 0x9db4,False
USA,0x7f349,JP,0x7f185,4,octorock,Pointer at USA 0x9db4,False
USA,0x66289,DEMO,0x661e1,4,octorock,Pointer at USA 0x9dba,False
USA,0x66289,JP,0x660c9,4,octorock,Pointer at USA 0x9dba,False
USA,0x66275,DEMO,0x661cd,4,octorock,Pointer at USA 0x9dc0,False
USA,0x66275,JP,0x660b5,4,octorock,Pointer at USA 0x9dc0,False
USA,0x6622d,DEMO,0x66185,4,octorock,Pointer at USA 0x9dda,False
USA,0x6622d,JP,0x6606d,4,octorock,Pointer at USA 0x9dda,False
USA,0x7f9a5,DEMO,0x7f5b9,4,octorock,Pointer at USA 0x9e00,False
USA,0x7f9a5,JP,0x7f7e1,4,octorock,Pointer at USA 0x9e00,False
USA,0x7df29,DEMO,0x7db3d,4,octorock,Pointer at USA 0x9e14,False
USA,0x7df29,JP,0x7dd65,4,octorock,Pointer at USA 0x9e14,False
USA,0x4e865,DEMO,0x4e8e1,4,octorock,Pointer at USA 0x9e22,True
USA,0x4e865,JP,0x4e741,4,octorock,Pointer at USA 0x9e22,True
